1.8,3230,2,9,51:08.4
1.16,3230,2,10,00:51.1
1.16,3230,2,10,00:52.0
1.4,3203,2,10,00:56.7
1.4,3203,2,10,00:57.7
1.4,3203,2,10,00:58.6
1.18,3203,2,10,01:08.4
1.2,3203,2,10,01:08.6
1.2,3203,2,10,01:09.6
1.8,3230,2,10,01:10.3
1.2,3203,2,10,01:10.6
1.8,3230,2,10,01:11.3
1.2,3203,2,10,01:11.6
1.16,3230,2,11,10:50.9
1.12,3156,2,11,10:54.5
1.4,3203,2,11,10:57.2
1.19,3183,2,11,10:57.7
1.7,3183,2,11,11:09.8
1.8,3183,2,11,11:12.2
1.12,3156,2,12,20:55.8
1.4,3203,2,12,20:57.8
1.19,3183,2,12,20:59.3
1.19,3183,2,12,21:00.4
1.7,3183,2,12,21:11.6
1.2,3203,2,12,21:12.0
1.18,3203,2,12,21:12.9
1.8,3183,2,12,21:14.2
1.4,3203,2,13,30:58.3
1.19,3183,2,13,30:59.0
1.19,3183,2,13,31:01.0
1.18,3203,2,13,31:13.6
1.2,3203,2,13,31:13.9
1.2,3203,2,13,31:14.9
1.2,3203,2,13,31:16.0
1.8,3183,2,13,31:16.1
1.7,3183,2,13,31:16.6
1.16,3183,2,14,40:52.0
1.12,3156,2,14,40:56.3
1.4,3203,2,14,40:59.0
1.19,3183,2,14,40:59.5
1.7,3183,2,14,41:15.0
1.18,3203,2,14,41:15.2
1.2,3203,2,14,41:16.5
1.8,3183,2,14,41:18.1
1.8,3183,2,14,41:19.1
1.12,3156,2,15,50:55.5
1.4,3203,2,15,50:59.7
1.19,3183,2,15,51:00.3
1.4,3203,2,15,51:00.6
1.7,3183,2,15,51:17.7
1.18,3203,2,15,51:18.1
1.8,3183,2,15,51:20.0
1.2,3203,2,15,51:20.7
1.12,3156,2,16,00:56.0
1.12,3156,2,16,00:59.2
1.4,3203,2,16,01:00.2
1.19,3183,2,16,01:01.9
1.8,3183,2,16,01:22.0
1.12,3156,2,17,10:56.3
1.4,3203,2,17,11:00.8
1.19,3183,2,17,11:02.5
1.7,3183,2,17,11:20.1
1.18,3203,2,17,11:20.4
1.2,3203,2,17,11:20.8
1.8,3183,2,17,11:23.9
1.16,3183,2,18,20:52.0
1.12,3156,2,18,20:56.5
1.12,3156,2,18,20:57.6
1.4,3203,2,18,21:01.3
1.19,3183,2,18,21:04.3
1.7,3140,2,18,21:21.7
1.18,3203,2,18,21:22.3
1.8,3183,2,18,21:25.8
1.4,3203,2,19,31:01.9
1.19,3183,2,19,31:04.7
1.8,3183,2,19,31:28.7
1.16,3183,2,20,40:50.9
1.4,3203,2,20,41:02.6
1.19,3183,2,20,41:03.2
1.2,3156,2,20,41:26.2
1.2,3156,2,20,41:27.2
1.8,3183,2,20,41:29.8
1.16,3183,2,21,50:50.9
1.16,3183,2,21,50:51.9
1.12,3113,2,21,50:57.5
1.4,3203,2,21,51:03.2
1.19,3183,2,21,51:03.8
1.4,3203,2,21,51:04.2
1.4,3203,2,21,51:05.2
1.18,3156,2,21,51:27.4
1.2,3156,2,21,51:28.0
1.2,3156,2,21,51:31.2
1.8,3183,2,21,51:31.8
1.16,3183,2,22,00:52.0
1.12,3113,2,22,00:57.8
1.4,3156,2,22,01:03.7
1.19,3183,2,22,01:04.5
1.19,3183,2,22,01:05.6
1.7,3140,2,22,01:31.8
1.2,3156,2,22,01:32.9
1.8,3183,2,22,01:33.8
1.8,3183,2,22,01:34.7
1.16,3183,2,23,10:51.9
1.12,3113,2,23,10:58.1
1.4,3156,2,23,11:04.3
1.19,3183,2,23,11:05.0
1.2,3156,2,23,11:31.6
1.7,3140,2,23,11:32.4
1.18,3156,2,23,11:32.8
1.7,3140,2,23,11:33.6
1.8,3140,2,23,11:35.7
1.12,3113,2,24,20:58.4
1.4,3156,2,24,21:04.9
1.19,3140,2,24,21:05.6
1.7,3140,2,24,21:32.0
1.2,3156,2,24,21:33.4
1.2,3156,2,24,21:34.4
1.2,3156,2,24,21:35.6
1.2,3156,2,24,21:36.7
1.8,3140,2,24,21:40.8
1.12,3113,2,25,30:58.7
1.12,3113,2,25,30:59.8
1.19,3140,2,25,31:06.2
1.4,3156,2,25,31:07.6
1.7,3140,2,25,31:33.6
1.18,3156,2,25,31:37.4
1.16,3183,2,26,40:51.0
1.12,3113,2,26,40:59.1
1.4,3156,2,26,41:06.2
1.19,3140,2,26,41:06.8
1.18,3156,2,26,41:35.9
1.7,3140,2,26,41:36.4
1.2,3156,2,26,41:36.9
1.7,3140,2,26,41:37.5
1.2,3156,2,26,41:37.9
1.2,3156,2,26,41:38.9
1.8,3140,2,26,41:41.6
1.16,3140,2,27,50:52.0
1.12,3113,2,27,51:00.3
1.4,3156,2,27,51:06.8
1.19,3140,2,27,51:07.5
1.4,3156,2,27,51:08.9
1.7,3140,2,27,51:38.0
1.2,3156,2,27,51:38.8
1.2,3156,2,27,51:39.7
1.8,3140,2,27,51:46.8
1.16,3140,2,28,00:50.8
1.12,3113,2,28,01:00.6
1.4,3156,2,28,01:07.3
1.7,3140,2,28,01:39.7
1.2,3156,2,28,01:40.6
1.18,3156,2,28,01:43.6
1.8,3140,2,28,01:45.4
1.16,3140,2,29,10:52.0
1.12,3113,2,29,10:59.9
1.12,3113,2,29,11:00.9
1.19,3140,2,29,11:08.7
1.4,3156,2,29,11:09.9
1.2,3156,2,29,11:45.5
1.8,3140,2,29,11:47.4
1.8,3140,2,29,11:48.4
1.8,3140,2,29,11:49.4
1.16,3140,2,30,20:50.8
1.19,3140,2,30,21:09.5
1.7,3140,2,30,21:42.3
1.2,3156,2,30,21:44.0
1.2,3156,2,30,21:45.1
1.2,3156,2,30,21:46.2
1.8,3140,2,30,21:49.2
1.12,3113,2,31,31:01.4
1.4,3156,2,31,31:10.0
1.19,3140,2,31,31:11.9
1.2,3156,2,31,31:46.9
1.7,3140,2,31,31:47.2
1.2,3156,2,31,31:48.0
1.8,3140,2,31,31:51.3
1.16,3140,2,32,40:53.0
1.12,3113,2,32,41:02.9
1.4,3156,2,32,41:09.6
1.19,3140,2,32,41:13.6
1.2,3113,2,32,41:47.6
1.2,3113,2,32,41:48.6
1.8,3140,2,32,41:53.2
1.4,3156,2,33,51:11.3
1.7,3140,2,33,51:48.3
1.8,3140,2,33,51:55.2
1.8,3140,2,33,51:56.1
1.12,3113,2,34,01:01.4
1.7,3093,2,34,01:49.0
1.2,3113,2,34,01:51.2
1.8,3140,2,34,02:00.4
1.16,3140,2,35,10:50.8
1.12,3113,2,35,11:01.6
1.4,3156,2,35,11:13.6
1.4,3156,2,35,11:14.6
1.2,3113,2,35,11:52.8
1.2,3113,2,35,11:53.9
1.8,3140,2,35,11:59.1
1.12,3113,2,36,21:01.9
1.19,3140,2,36,21:13.0
1.2,3113,2,36,21:54.7
1.18,3113,2,36,21:56.4
1.16,3140,2,37,30:54.1
1.4,3156,2,37,31:12.5
1.18,3113,2,37,31:54.8
1.2,3113,2,37,31:58.7
1.2,3113,2,37,31:59.8
1.8,3140,2,37,32:06.3
1.16,3140,2,38,40:50.9
1.12,3113,2,38,41:02.5
1.4,3113,2,38,41:13.1
1.4,3113,2,38,41:14.1
1.4,3113,2,38,41:15.2
1.7,3093,2,38,41:55.9
1.2,3113,2,38,41:58.2
1.18,3113,2,38,41:59.6
1.8,3140,2,38,42:05.0
1.12,3113,2,39,51:02.9
1.4,3113,2,39,51:17.0
1.19,3140,2,39,51:17.9
1.18,3113,2,39,51:58.4
1.18,3113,2,39,51:59.4
1.2,3113,2,39,52:00.0
1.18,3113,2,39,52:00.4
1.8,3140,2,39,52:06.9
1.16,3140,2,40,00:50.9
1.16,3140,2,40,00:51.8
1.12,3066,2,40,01:03.3
1.12,3066,2,40,01:04.2
1.4,3113,2,40,01:14.3
1.19,3093,2,40,01:15.4
1.7,3093,2,40,01:59.3
1.2,3113,2,40,02:01.8
1.8,3093,2,40,02:08.9
1.8,3093,2,40,02:09.9
1.8,3093,2,40,02:10.9
1.8,3093,2,40,02:12.0
1.16,3140,2,41,10:50.8
1.12,3066,2,41,11:04.6
1.4,3113,2,41,11:14.9
1.19,3093,2,41,11:16.0
1.19,3093,2,41,11:17.0
1.7,3093,2,41,12:00.9
1.18,3113,2,41,12:02.8
1.2,3113,2,41,12:03.5
1.8,3093,2,41,12:10.8
1.12,3113,2,42,21:04.7
1.4,3113,2,42,21:15.5
1.4,3113,2,42,21:16.5
1.19,3093,2,42,21:20.0
1.7,3093,2,42,22:02.6
1.7,3093,2,42,22:03.6
1.18,3113,2,42,22:04.7
1.2,3113,2,42,22:05.3
1.8,3093,2,42,22:12.7
1.16,3140,2,43,30:52.8
1.12,3066,2,43,31:05.0
1.4,3113,2,43,31:16.0
1.19,3093,2,43,31:18.4
1.7,3093,2,43,32:05.4
1.2,3113,2,43,32:07.2
1.8,3093,2,43,32:14.7
1.4,3113,2,44,41:16.7
1.4,3113,2,44,41:17.6
1.19,3093,2,44,41:17.9
1.4,3113,2,44,41:19.9
1.18,3113,2,44,42:07.0
1.2,3113,2,44,42:08.9
1.7,3093,2,44,42:09.0
1.18,3113,2,44,42:10.1
1.8,3093,2,44,42:19.8
1.16,3093,2,45,50:50.8
1.12,3066,2,45,51:05.7
1.4,3113,2,45,51:17.3
1.19,3093,2,45,51:18.5
1.7,3093,2,45,52:07.8
1.18,3113,2,45,52:08.7
1.2,3113,2,45,52:11.7
1.8,3093,2,45,52:19.6
1.16,3093,2,46,00:51.8
1.16,3093,2,46,00:52.7
1.12,3066,2,46,01:05.1
1.12,3066,2,46,01:06.1
1.4,3113,2,46,01:17.9
1.19,3093,2,46,01:19.1
1.7,3093,2,46,02:09.3
1.2,3113,2,46,02:12.5
1.8,3093,2,46,02:20.5
1.16,3093,2,47,10:50.7
1.4,3113,2,47,11:18.5
1.19,3093,2,47,11:19.8
1.18,3113,2,47,12:12.0
1.2,3066,2,47,12:16.4
1.8,3093,2,47,12:22.5
1.8,3093,2,47,12:23.5
1.16,3093,2,48,20:50.6
1.12,3066,2,48,21:05.6
1.4,3113,2,48,21:19.0
1.19,3093,2,48,21:20.1
1.18,3113,2,48,22:15.9
1.2,3113,2,48,22:18.1
1.8,3093,2,48,22:24.5
1.16,3093,2,49,30:50.8
1.16,3093,2,49,30:53.0
1.16,3093,2,49,30:54.1
1.12,3066,2,49,31:05.8
1.12,3066,2,49,31:06.8
1.4,3113,2,49,31:19.6
1.19,3093,2,49,31:20.8
1.7,3093,2,49,32:14.5
1.2,3113,2,49,32:17.8
1.2,3113,2,49,32:18.8
1.2,3113,2,49,32:19.8
1.8,3093,2,49,32:26.5
1.12,3066,2,50,41:06.2
1.4,3113,2,50,41:20.2
1.4,3113,2,50,41:21.2
1.19,3093,2,50,41:21.5
1.7,3093,2,50,42:16.3
1.8,3093,2,50,42:31.7
1.12,3066,2,51,51:07.6
1.12,3066,2,51,51:08.7
1.12,3066,2,51,51:09.8
1.4,3113,2,51,51:20.9
1.19,3093,2,51,51:22.0
1.7,3093,2,51,52:17.9
1.18,3113,2,51,52:18.9
1.8,3093,2,51,52:30.3
1.16,3093,2,52,00:50.7
1.12,3066,2,52,01:06.9
1.4,3113,2,52,01:21.4
1.19,3093,2,52,01:23.8
1.2,3113,2,52,02:23.1
1.18,3113,2,52,02:24.0
1.2,3113,2,52,02:25.1
1.8,3093,2,52,02:32.3
1.16,3093,2,53,10:50.8
1.12,3066,2,53,11:07.3
1.4,3113,2,53,11:22.0
1.19,3093,2,53,11:23.4
1.7,3093,2,53,12:24.6
1.2,3066,2,53,12:24.8
1.8,3093,2,53,12:34.2
1.12,3066,2,54,21:08.6
1.4,3113,2,54,21:22.6
1.19,3093,2,54,21:23.9
1.7,3093,2,54,22:26.4
1.2,3066,2,54,22:26.6
1.8,3093,2,54,22:39.5
1.16,3093,2,55,30:51.7
1.12,3066,2,55,31:08.8
1.19,3093,2,55,31:24.5
1.4,3113,2,55,31:26.4
1.18,3113,2,55,32:28.1
1.2,3066,2,55,32:28.3
1.8,3093,2,55,32:38.2
1.16,3093,2,56,40:51.8
1.12,3066,2,56,41:10.2
1.4,3113,2,56,41:23.7
1.19,3093,2,56,41:25.1
1.7,3093,2,56,42:26.5
1.2,3066,2,56,42:31.1
1.8,3093,2,56,42:40.1
1.12,3066,2,57,51:08.4
1.4,3113,2,57,51:24.4
1.4,3113,2,57,51:25.4
1.19,3093,2,57,51:25.8
1.19,3093,2,57,51:26.6
1.18,3066,2,57,52:31.7
1.8,3093,2,57,52:43.0
1.16,3093,2,58,00:50.8
1.12,3066,2,58,01:09.7
1.19,3093,2,58,01:26.4
1.4,3113,2,58,01:27.1
1.7,3050,2,58,02:31.9
1.2,3066,2,58,02:33.8
1.8,3093,2,58,02:43.9
1.16,3093,2,59,10:51.8
1.16,3093,2,59,10:53.0
1.16,3093,2,59,10:54.0
1.12,3066,2,59,11:09.0
1.19,3093,2,59,11:27.9
1.7,3050,2,59,12:31.4
1.7,3050,2,59,12:33.7
1.18,3066,2,59,12:35.8
1.2,3066,2,59,12:36.6
1.8,3093,2,59,12:45.8
1.16,3093,2,60,20:50.5
1.12,3066,2,60,21:09.4
1.4,3113,2,60,21:27.0
1.19,3093,2,60,21:28.5
1.18,3066,2,60,22:34.6
1.18,3066,2,60,22:35.6
1.7,3050,2,60,22:36.5
1.2,3066,2,60,22:40.6
1.8,3093,2,60,22:47.9
1.16,3093,2,61,30:51.7
1.12,3066,2,61,31:11.8
1.4,3113,2,61,31:26.6
1.19,3093,2,61,31:28.2
1.7,3050,2,61,32:35.1
1.18,3066,2,61,32:36.3
1.18,3066,2,61,32:37.3
1.2,3066,2,61,32:39.1
1.2,3066,2,61,32:40.1
1.18,3066,2,61,32:40.6
1.16,3093,2,62,40:50.5
1.12,3066,2,62,41:10.0
1.4,3113,2,62,41:27.2
1.7,3050,2,62,42:37.8
1.18,3066,2,62,42:40.1
1.2,3066,2,62,42:40.9
1.8,3093,2,62,42:54.0
1.12,3066,2,63,51:11.3
1.4,3066,2,63,51:27.9
1.18,3066,2,63,52:40.6
1.8,3093,2,63,52:53.8
1.16,3093,2,64,00:50.7
1.12,3066,2,64,01:10.5
1.18,3066,2,64,02:42.5
1.18,3066,2,64,02:44.5
1.8,3050,2,64,02:55.7
1.16,3093,2,65,10:51.7
1.16,3093,2,65,10:52.7
1.12,3066,2,65,11:10.7
1.4,3066,2,65,11:29.0
1.7,3050,2,65,12:42.8
1.2,3066,2,65,12:46.2
1.8,3050,2,65,12:57.7
1.12,3066,2,66,21:11.2
1.4,3066,2,66,21:29.7
1.4,3066,2,66,21:30.7
1.4,3066,2,66,21:32.8
1.7,3050,2,66,22:43.5
1.7,3050,2,66,22:44.5
1.18,3066,2,66,22:45.8
1.2,3066,2,66,22:50.2
1.8,3093,2,66,23:00.7
1.12,3066,2,67,31:11.5
1.4,3066,2,67,31:30.2
1.19,3050,2,67,31:31.8
1.7,3050,2,67,32:45.2
1.2,3066,2,67,32:49.7
1.8,3050,2,67,33:02.6
1.8,3050,2,67,33:03.7
1.12,3066,2,68,41:11.8
1.7,3050,2,68,42:46.9
1.2,3066,2,68,42:51.6
1.2,3066,2,68,42:52.5
1.8,3050,2,68,43:03.6
1.8,3050,2,68,43:04.4
1.8,3050,2,68,43:05.6
1.12,3066,2,69,51:12.1
1.4,3066,2,69,51:31.4
1.19,3050,2,69,51:33.0
1.7,3050,2,69,52:48.6
1.18,3066,2,69,52:49.9
1.2,3066,2,69,52:55.5
1.8,3050,2,69,53:05.4
1.16,3093,2,70,00:50.7
1.12,3066,2,70,01:12.3
1.4,3066,2,70,01:33.1
1.19,3050,2,70,01:33.6
1.4,3066,2,70,01:34.0
1.2,3066,2,70,02:55.0
1.8,3050,2,70,03:07.3
1.8,3050,2,70,03:08.3
1.16,3050,2,71,10:50.6
1.19,3050,2,71,11:34.1
1.4,3066,2,71,11:34.7
1.7,3050,2,71,12:52.0
1.2,3066,2,71,12:56.9
1.8,3050,2,71,13:09.4
1.12,3019,2,72,21:13.0
1.4,3066,2,72,21:33.2
1.19,3050,2,72,21:35.0
1.7,3050,2,72,22:53.8
1.2,3066,2,72,23:00.8
1.8,3050,2,72,23:13.4
1.16,3050,2,73,30:50.5
1.12,3066,2,73,31:13.3
1.4,3066,2,73,31:33.7
1.19,3050,2,73,31:35.5
1.18,3066,2,73,32:56.8
1.7,3050,2,73,32:58.5
1.2,3066,2,73,33:00.4
1.8,3050,2,73,33:13.2
1.16,3050,2,74,40:51.6
1.12,3019,2,74,41:13.6
1.4,3066,2,74,41:34.4
1.4,3066,2,74,41:35.4
1.19,3050,2,74,41:36.2
1.4,3066,2,74,41:36.4
1.19,3050,2,74,41:38.1
1.7,3050,2,74,42:57.1
1.18,3066,2,74,43:01.5
1.2,3066,2,74,43:02.2
1.2,3066,2,74,43:03.2
1.8,3050,2,74,43:18.4
1.4,3066,2,75,51:35.0
1.19,3050,2,75,51:36.7
1.7,3050,2,75,52:59.8
1.18,3066,2,75,53:02.6
1.8,3050,2,75,53:17.1
1.16,3050,2,76,00:50.5
1.12,3066,2,76,01:14.1
1.4,3066,2,76,01:35.6
1.19,3050,2,76,01:38.3
1.7,3050,2,76,03:00.5
1.7,3050,2,76,03:01.5
1.7,3050,2,76,03:02.7
1.2,3066,2,76,03:05.7
1.8,3050,2,76,03:21.2
1.16,3050,2,77,10:50.5
1.12,3019,2,77,11:14.4
1.4,3066,2,77,11:36.2
1.19,3050,2,77,11:37.9
1.7,3050,2,77,13:02.1
1.18,3066,2,77,13:04.8
1.2,3066,2,77,13:07.5
1.8,3050,2,77,13:24.4
1.16,3050,2,78,20:50.4
1.4,3066,2,78,21:36.7
1.19,3050,2,78,21:39.5
1.7,3050,2,78,23:05.0
1.8,3050,2,78,23:23.1
1.16,3050,2,79,30:50.5
1.4,3066,2,79,31:37.3
1.19,3050,2,79,31:42.3
1.7,3050,2,79,33:05.7
1.2,3066,2,79,33:11.0
1.8,3050,2,79,33:25.0
1.16,3050,2,80,40:50.5
1.12,3019,2,80,41:17.5
1.4,3066,2,80,41:37.9
1.19,3050,2,80,41:39.8
1.18,3066,2,80,43:12.3
1.2,3066,2,80,43:12.9
1.2,3066,2,80,43:13.8
1.8,3050,2,80,43:26.9
1.16,3050,2,81,50:51.6
1.12,3019,2,81,51:15.7
1.4,3066,2,81,51:38.6
1.19,3050,2,81,51:40.4
1.19,3050,2,81,51:41.4
1.18,3066,2,81,53:10.7
1.2,3066,2,81,53:14.6
1.8,3050,2,81,53:29.0
1.16,3050,2,82,00:50.5
1.4,3066,2,82,01:39.2
1.19,3050,2,82,01:42.9
1.7,3050,2,82,03:10.8
1.18,3066,2,82,03:14.6
1.18,3066,2,82,03:15.6
1.2,3066,2,82,03:16.3
1.8,3050,2,82,03:30.9
1.12,3019,2,83,11:16.3
1.19,3050,2,83,11:41.5
1.4,3066,2,83,11:41.8
1.7,3050,2,83,13:12.5
1.18,3066,2,83,13:15.2
1.2,3066,2,83,13:18.1
1.8,3050,2,83,13:32.8
1.12,3019,2,84,21:16.7
1.4,3066,2,84,21:43.5
1.7,3050,2,84,23:14.1
1.18,3066,2,84,23:15.9
1.18,3066,2,84,23:18.0
1.8,3050,2,84,23:36.9
1.8,3050,2,84,23:38.0
1.12,3019,2,85,31:17.0
1.4,3066,2,85,31:40.9
1.4,3066,2,85,31:41.9
1.19,3050,2,85,31:42.6
1.4,3066,2,85,31:43.0
1.7,3050,2,85,33:15.8
1.7,3050,2,85,33:16.8
1.2,3019,2,85,33:21.6
1.16,3050,2,86,40:50.5
1.12,3019,2,86,41:19.3
1.12,3019,2,86,41:20.4
1.4,3066,2,86,41:41.3
1.19,3050,2,86,41:44.3
1.7,3050,2,86,43:17.7
1.2,3066,2,86,43:25.6
1.8,3050,2,86,43:38.7
1.16,3050,2,87,50:51.4
1.12,3019,2,87,51:17.5
1.4,3066,2,87,51:42.0
1.7,3050,2,87,53:20.2
1.7,3050,2,87,53:21.5
1.2,3019,2,87,53:25.3
1.8,3050,2,87,53:42.7
1.7,3050,2,88,03:21.0
1.18,3019,2,88,03:23.8
1.2,3019,2,88,03:27.0
1.8,3050,2,88,03:42.5
1.12,3019,2,89,11:18.2
1.12,3019,2,89,11:19.2
1.4,3066,2,89,11:43.2
1.19,3050,2,89,11:46.2
1.18,3066,2,89,13:24.5
1.8,3050,2,89,13:44.4
1.12,3019,2,90,21:19.5
1.4,3066,2,90,21:43.7
1.19,3050,2,90,21:45.9
1.19,3050,2,90,21:47.7
1.7,3050,2,90,23:24.4
1.7,3050,2,90,23:25.4
1.18,3066,2,90,23:27.2
1.2,3019,2,90,23:30.6
1.8,3050,2,90,23:46.3
1.16,3050,2,91,30:52.7
1.12,3019,2,91,31:18.8
1.4,3066,2,91,31:44.3
1.19,3050,2,91,31:47.5
1.2,3019,2,91,33:32.3
1.8,3050,2,91,33:48.3
1.12,3019,2,92,41:19.1
1.4,3066,2,92,41:47.1
1.19,3050,2,92,41:48.0
1.19,3050,2,92,41:49.2
1.7,3007,2,92,43:28.8
1.18,3019,2,92,43:29.6
1.2,3019,2,92,43:34.1
1.8,3050,2,92,43:50.3
1.4,3066,2,93,51:45.6
1.19,3050,2,93,51:47.7
1.7,3007,2,93,53:29.5
1.7,3007,2,93,53:30.5
1.2,3019,2,93,53:35.9
1.8,3050,2,93,53:52.3
1.8,3050,2,93,53:53.2
1.16,3050,2,94,00:51.4
1.19,3050,2,94,01:48.3
1.4,3066,2,94,01:49.3
1.18,3019,2,94,03:33.1
1.7,3050,2,94,03:35.3
1.2,3019,2,94,03:40.9
1.8,3050,2,94,03:55.3
1.16,3050,2,95,10:50.5
1.12,3019,2,95,11:20.0
1.4,3066,2,95,11:48.9
1.19,3050,2,95,11:49.9
1.7,3007,2,95,13:34.8
1.18,3019,2,95,13:35.8
1.2,3019,2,95,13:39.5
1.2,3019,2,95,13:40.4
1.8,3050,2,95,13:56.2
1.16,3050,2,96,20:55.8
1.19,3050,2,96,21:49.5
1.7,3007,2,96,23:34.5
1.18,3019,2,96,23:36.5
1.2,3019,2,96,23:44.5
1.8,3007,2,96,24:00.3
1.16,3050,2,97,30:50.6
1.4,3019,2,97,31:47.9
1.19,3050,2,97,31:50.1
1.18,3019,2,97,33:38.3
1.18,3019,2,97,33:39.3
1.18,3019,2,97,33:40.4
1.2,3019,2,97,33:45.2
1.8,3050,2,97,34:02.2
1.8,3050,2,97,34:03.4
1.16,3050,2,98,40:50.4
1.4,3019,2,98,41:48.4
1.19,3050,2,98,41:50.7
1.7,3007,2,98,43:38.9
1.18,3019,2,98,43:39.9
1.2,3019,2,98,43:44.9
1.8,3050,2,98,44:02.1
1.12,3019,2,99,51:21.3
1.4,3019,2,99,51:49.1
1.2,3019,2,99,53:46.7
1.8,3007,2,99,54:04.0
1.16,3050,2,100,00:51.3
1.4,3019,2,100,01:49.7
1.7,3007,2,100,03:41.3
1.7,3007,2,100,03:42.4
1.18,3019,2,100,03:46.5
1.2,3019,2,100,03:48.4
1.8,3007,2,100,04:06.0
1.8,3007,2,100,04:07.0
1.8,3007,2,100,04:08.0
1.16,3050,2,101,10:52.6
1.4,3019,2,101,11:50.3
1.4,3019,2,101,11:51.3
1.19,3007,2,101,11:52.4
1.7,3007,2,101,13:46.3
1.2,3019,2,101,13:51.2
1.2,3019,2,101,13:53.4
1.8,3007,2,101,14:07.8
1.16,3050,2,102,20:50.4
1.12,3019,2,102,21:26.4
1.4,3019,2,102,21:50.9
1.19,3007,2,102,21:54.1
1.7,3007,2,102,23:44.8
1.7,3007,2,102,23:45.9
1.2,3019,2,102,23:52.0
1.8,3007,2,102,24:10.9
1.16,3050,2,103,30:51.3
1.12,3019,2,103,31:22.4
1.4,3019,2,103,31:51.5
1.4,3019,2,103,31:52.4
1.7,3007,2,103,33:46.6
1.2,3019,2,103,33:53.7
1.8,3007,2,103,34:15.0
1.16,3050,2,104,40:51.4
1.4,3019,2,104,41:52.0
1.19,3007,2,104,41:54.4
1.19,3007,2,104,41:55.4
1.7,3007,2,104,43:49.3
1.2,3019,2,104,43:57.6
1.8,3007,2,104,44:13.7
1.12,3019,2,105,51:23.1
1.19,3007,2,105,51:54.8
1.4,3019,2,105,51:55.8
1.18,3019,2,105,53:54.1
1.2,3019,2,105,53:57.3
1.8,3007,2,105,54:15.7
1.8,3007,2,105,54:16.6
1.16,3050,2,106,00:50.4
1.12,3019,2,106,01:25.4
1.4,3019,2,106,01:54.3
1.19,3007,2,106,01:55.6
1.7,3007,2,106,03:51.6
1.18,3019,2,106,03:55.9
1.2,3019,2,106,03:59.0
1.2,3019,2,106,04:00.0
1.8,3007,2,106,04:17.7
1.8,3007,2,106,04:18.6
1.16,3050,2,107,10:51.2
1.4,3019,2,107,11:53.9
1.4,3019,2,107,11:54.9
1.19,3007,2,107,11:57.2
1.2,3019,2,107,14:03.0
1.2,3019,2,107,14:04.1
1.8,3007,2,107,14:19.5
1.12,3019,2,108,21:24.9
1.4,3019,2,108,21:54.4
1.19,3007,2,108,21:56.8
1.7,3007,2,108,23:56.0
1.18,3019,2,108,23:57.2
1.2,3019,2,108,24:02.6
1.8,3007,2,108,24:21.5
1.16,3007,2,109,30:50.3
1.12,3019,2,109,31:24.1
1.4,3019,2,109,31:54.9
1.7,3007,2,109,33:58.7
1.18,3019,2,109,34:00.0
1.2,3019,2,109,34:04.4
1.2,3019,2,109,34:05.4
