39672,628172,6588,49742,39672,628172,6588,49742
61654,1261322,13176,88026,21982,633150,6588,38284
89600,1888842,23446,126102,27946,627520,10270,38076
111608,2522446,30034,164392,22008,633604,6588,38290
140028,3149026,39916,202596,28420,626580,9882,38204
162034,3782632,46504,240884,22006,633606,6588,38288
184040,4415772,53092,279424,22006,633140,6588,38540
212488,5042804,62974,318676,28448,627032,9882,39252
234442,5676488,69562,356456,21954,633684,6588,37780
262904,6302986,79444,395026,28462,626498,9882,38570
284890,6936624,86032,433312,21986,633638,6588,38286
306880,7569750,92620,471142,21990,633126,6588,37830
