30120,637796,5124,60114,30120,637796,5124,60114
42442,1280888,10188,107920,12322,643092,5064,47806
54834,1923814,15320,163350,12392,642926,5132,55430
67444,2566300,20442,212104,12610,642486,5122,48754
79890,3209150,25570,268496,12446,642850,5128,56392
92426,3852074,30692,317242,12536,642924,5122,48746
104588,4495486,35692,372740,12162,643412,5000,55498
117146,5138380,40812,421210,12558,642894,5120,48470
129596,5781230,45944,477102,12450,642850,5132,55892
142192,6423712,51072,525848,12596,642482,5128,48746
154610,7066608,56200,582262,12418,642896,5128,56414
