1.9,2929,1,1,11:20.1
1.14,2871,1,1,11:20.4
1.3,2960,1,1,11:21.5
1.9,2929,1,1,11:23.3
1.14,2871,1,2,14:20.4
1.9,2976,1,2,14:21.8
1.9,2976,1,2,14:22.9
1.3,2960,1,2,14:23.1
1.9,2976,1,3,17:21.1
1.14,2871,1,3,17:22.7
1.1,2960,1,1,17:23.0
1.3,2960,1,3,17:24.9
1.3,2960,1,3,17:25.9
1.3,2960,1,3,17:26.9
1.4,2976,2,1,18:20.0
1.7,2960,2,1,18:20.2
1.19,2960,2,1,18:23.3
1.9,2976,1,4,20:21.4
1.14,2871,1,4,20:21.7
1.9,2976,1,4,20:22.4
1.3,2960,1,4,20:28.5
1.14,2871,1,5,23:21.7
1.9,2976,1,5,23:22.8
1.9,2976,1,5,23:25.0
1.1,2960,1,2,23:27.2
1.3,2960,1,5,23:28.0
1.1,2960,1,2,23:28.3
1.14,2917,1,6,26:20.8
1.9,2976,1,6,26:22.2
1.1,2960,1,3,26:27.1
1.1,2960,1,3,26:28.2
1.3,3007,1,6,26:29.6
1.4,2976,2,2,28:20.0
1.7,2960,2,2,28:20.4
1.8,2960,2,2,28:22.2
1.12,2929,2,2,28:22.3
1.2,2976,2,2,28:22.9
1.2,2976,2,2,28:25.0
1.16,2960,2,2,28:26.2
1.14,2917,1,7,29:22.0
1.9,2976,1,7,29:22.7
1.9,2976,1,7,29:23.7
1.9,2976,1,7,29:24.8
1.1,2960,1,4,29:27.2
1.3,2960,1,7,29:31.3
1.14,2917,1,8,32:21.1
1.9,2976,1,8,32:23.0
1.1,2960,1,5,32:29.3
1.3,2960,1,8,32:32.9
1.9,2976,1,9,35:25.4
1.9,2976,1,9,35:26.5
1.1,2960,1,6,35:29.2
1.2,2976,2,3,38:22.9
1.4,2976,2,3,38:23.4
1.9,2976,1,10,38:24.7
1.12,2976,2,3,38:25.7
1.19,2960,2,3,38:26.5
1.12,2976,2,3,38:26.6
1.1,2960,1,7,38:30.3
1.3,2960,1,10,38:36.1
1.14,2917,1,11,41:22.4
1.14,2917,1,11,41:23.5
1.9,2976,1,11,41:24.1
1.1,2960,1,8,41:31.4
1.1,2960,1,8,41:32.4
1.1,2960,1,8,41:33.4
1.14,2917,1,12,44:21.5
1.9,2976,1,12,44:24.6
1.1,2960,1,9,44:32.4
1.14,2871,1,13,47:21.7
1.9,2976,1,13,47:25.9
1.1,2960,1,10,47:34.4
1.3,2960,1,13,47:41.0
1.7,2960,2,4,48:20.8
1.4,2976,2,4,48:21.2
1.7,2960,2,4,48:21.8
1.7,2960,2,4,48:23.8
1.8,2960,2,4,48:24.0
1.12,2976,2,4,48:25.5
1.16,2960,2,4,48:28.9
1.14,2871,1,14,50:21.8
1.14,2871,1,14,50:24.0
1.9,2976,1,14,50:25.3
1.9,2976,1,14,50:26.3
1.1,2960,1,11,50:34.6
1.1,2960,1,11,50:35.5
1.1,2960,1,11,50:36.6
1.3,2960,1,14,50:42.6
1.14,2917,1,15,53:21.8
1.9,2976,1,15,53:25.6
1.1,2960,1,12,53:36.4
1.3,2960,1,15,53:44.3
1.14,2871,1,16,56:23.0
1.9,2976,1,16,56:26.0
1.9,2976,1,16,56:27.0
1.1,2960,1,13,56:37.6
1.1,2960,1,13,56:38.7
1.3,2960,1,16,56:46.9
1.4,2976,2,5,58:20.2
1.7,2960,2,5,58:21.0
1.7,2960,2,5,58:22.0
1.7,2960,2,5,58:23.0
1.8,2960,2,5,58:25.0
1.2,2976,2,5,58:26.0
1.18,2976,2,5,58:26.3
1.12,2976,2,5,58:28.8
1.16,2960,2,5,58:31.0
1.16,2960,2,5,58:31.9
1.14,2871,1,17,59:25.2
1.9,2929,1,17,59:26.4
1.9,2929,1,17,59:27.5
1.1,2960,1,14,59:38.5
1.3,2960,1,17,59:47.5
1.14,2917,1,18,02:24.2
1.9,2976,1,18,02:26.9
1.9,2976,1,18,02:27.8
1.1,2960,1,15,02:38.7
1.1,2960,1,15,02:40.9
1.1,2960,1,15,02:42.0
1.3,2960,1,18,02:49.1
1.14,2871,1,19,05:22.3
1.14,2871,1,19,05:24.3
1.9,2976,1,19,05:27.2
1.9,2976,1,19,05:28.2
1.9,2976,1,19,05:29.3
1.1,2960,1,16,05:39.7
1.1,2960,1,16,05:41.8
1.3,2960,1,19,05:50.8
1.3,2960,1,19,05:51.8
1.7,2960,2,6,08:23.3
1.14,2828,1,20,08:24.4
1.19,2960,2,6,08:26.2
1.2,2976,2,6,08:27.0
1.12,2976,2,6,08:27.7
1.16,2960,2,6,08:32.8
1.1,2960,1,17,08:41.8
1.3,2960,1,20,08:52.3
1.14,2917,1,21,11:22.6
1.9,2976,1,20,11:27.9
1.1,2960,1,18,11:41.8
1.3,2960,1,21,11:54.0
1.14,2871,1,22,14:22.5
1.9,2976,1,21,14:31.7
1.1,2960,1,19,14:42.8
1.1,2960,1,19,14:44.9
1.3,2960,1,22,14:55.7
1.14,2917,1,23,17:23.8
1.1,2960,1,20,17:44.8
1.3,2960,1,23,17:57.3
1.4,2976,2,7,18:20.1
1.7,2960,2,7,18:21.5
1.8,2960,2,7,18:26.8
1.2,2976,2,7,18:27.9
1.19,2960,2,7,18:28.1
1.12,2976,2,7,18:28.9
1.8,2960,2,7,18:29.9
1.18,2976,2,7,18:32.3
1.16,2960,2,7,18:34.8
1.14,2871,1,24,20:22.7
1.14,2871,1,24,20:23.8
1.9,2976,1,23,20:31.2
1.1,2960,1,21,20:45.8
1.3,2960,1,24,20:58.9
1.14,2871,1,25,23:22.9
1.9,2976,1,24,23:29.5
1.1,2960,1,22,23:46.0
1.1,2960,1,22,23:46.9
1.14,2871,1,26,26:23.1
1.14,2871,1,26,26:24.1
1.9,2976,1,25,26:29.8
1.9,2976,1,25,26:30.8
1.1,2960,1,23,26:48.0
1.1,2960,1,23,26:49.0
1.4,2976,2,8,28:20.2
1.7,2960,2,8,28:21.7
1.8,2960,2,8,28:27.7
1.19,2960,2,8,28:28.1
1.2,2976,2,8,28:29.0
1.19,2960,2,8,28:31.0
1.12,2976,2,8,28:33.0
1.14,2871,1,27,29:23.3
1.9,2976,1,26,29:30.3
1.9,2976,1,26,29:31.3
1.1,2960,1,24,29:48.1
1.1,2960,1,24,29:50.1
1.3,2960,1,27,30:04.7
1.14,2871,1,28,32:23.3
1.14,2871,1,28,32:24.3
1.9,2976,1,27,32:30.7
1.1,2960,1,25,32:49.1
1.1,2960,1,25,32:50.1
1.3,2960,1,28,33:05.3
1.14,2871,1,29,35:23.4
1.9,2976,1,28,35:31.0
1.1,2960,1,26,35:51.2
1.3,2960,1,29,36:06.9
1.4,2976,2,9,38:20.4
1.4,2976,2,9,38:21.4
1.7,2960,2,9,38:21.9
1.4,2976,2,9,38:22.4
1.14,2871,1,30,38:24.5
1.8,2960,2,9,38:28.7
1.2,2976,2,9,38:28.9
1.12,2976,2,9,38:31.0
1.9,2976,1,29,38:34.7
1.16,2960,2,9,38:38.8
1.16,2960,2,9,38:39.7
1.1,2960,1,27,38:51.1
1.3,2960,1,30,39:08.7
1.14,2871,1,31,41:24.6
1.1,2960,1,28,41:53.1
1.1,2960,1,28,41:55.5
1.3,2960,1,31,42:10.3
1.14,2871,1,32,44:25.8
1.9,2976,1,31,44:32.2
1.9,2976,1,31,44:33.2
1.9,2976,1,31,44:34.4
1.1,2960,1,29,44:53.2
1.1,2960,1,29,44:55.3
1.14,2871,1,33,47:24.8
1.9,2976,1,32,47:32.6
1.1,2960,1,30,47:54.4
1.1,2960,1,30,47:56.3
1.1,2960,1,30,47:57.5
1.3,2960,1,33,48:13.5
1.4,2976,2,10,48:20.4
1.4,2976,2,10,48:21.4
1.7,2960,2,10,48:22.1
1.12,2976,2,10,48:32.1
