1.12,2929,2,2
1.12,2976,2,3
1.12,2976,2,3
1.12,2976,2,4
1.12,2976,2,5
1.12,2976,2,6
1.12,2976,2,7
1.12,2976,2,8
1.12,2976,2,9
1.12,2976,2,10
1.12,2976,2,11
1.12,2976,2,12
1.12,2929,2,13
1.12,2929,2,14
1.12,2976,2,15
1.12,2976,2,16
1.12,2976,2,17
1.12,2976,2,18
1.12,2976,2,19
1.12,2976,2,20
1.12,2976,2,21
1.12,2929,2,22
1.12,2929,2,23
1.12,2929,2,24
1.12,2929,2,25
1.12,2929,2,25
1.12,2929,2,26
1.12,2929,2,27
1.12,2929,2,28
1.12,2929,2,29
1.12,2929,2,30
1.12,2929,2,31
1.12,2929,2,31
1.12,2929,2,32
1.12,2929,2,33
1.12,2929,2,34
1.12,2929,2,35
1.12,2929,2,35
1.12,2929,2,35
1.12,2929,2,36
1.12,2929,2,37
1.12,2929,2,38
1.12,2929,2,39
1.12,2929,2,39
1.12,2929,2,40
1.12,2929,2,41
1.12,2929,2,43
1.12,2929,2,44
1.12,2929,2,45
1.12,2929,2,46
1.12,2929,2,47
1.12,2929,2,48
1.12,2929,2,49
1.12,2929,2,51
1.12,2929,2,51
1.12,2929,2,51
1.12,2929,2,52
1.12,2929,2,53
1.12,2929,2,54
1.12,2929,2,54
1.12,2929,2,55
1.12,2929,2,56
1.12,2929,2,57
1.12,2929,2,58
1.12,2929,2,59
1.12,2929,2,60
1.12,2929,2,61
1.12,2929,2,62
1.12,2929,2,63
1.12,2929,2,64
1.12,2929,2,65
1.12,2929,2,66
1.12,2929,2,67
1.12,2929,2,68
1.12,2929,2,69
1.12,2929,2,70
1.12,2929,2,71
1.12,2929,2,72
1.12,2929,2,73
1.12,2929,2,74
1.12,2929,2,75
1.12,2929,2,76
1.12,2929,2,77
1.12,2929,2,78
1.12,2929,2,79
1.12,2929,2,80
1.12,2929,2,81
1.12,2929,2,82
1.12,2929,2,83
1.12,2929,2,84
1.12,2929,2,85
1.12,2929,2,87
1.12,2929,2,88
1.12,2929,2,89
1.12,2929,2,90
1.12,2929,2,91
1.12,2929,2,92
1.12,2929,2,94
1.12,2929,2,96
1.12,2929,2,98
1.12,2929,2,99
1.12,2929,2,100
1.12,2929,2,101
1.12,2929,2,102
1.12,2929,2,103
1.12,2929,2,104
1.12,2929,2,106
1.12,2929,2,107
1.12,2929,2,108
1.12,2929,2,109
1.12,2929,2,110
1.12,2929,2,111
1.12,2929,2,112
1.12,2929,2,113
1.12,2929,2,114
1.12,2929,2,115
1.12,2929,2,116
1.12,2929,2,116
1.12,2929,2,117
1.12,2929,2,118
1.12,2929,2,119
1.12,2929,2,120
1.12,2929,2,121
1.12,2929,2,122
1.12,2929,2,123
1.12,2929,2,124
1.12,2929,2,125
1.12,2929,2,126
