1.1,1,0
1.1,2,0
1.1,3,0
1.1,4,0
1.1,5,0
1.1,6,0
1.1,7,0.043
1.1,8,0
1.1,9,0.043
1.1,10,0.043
1.1,11,0.043
1.1,12,0.043
1.1,13,0.043
1.1,14,0.043
1.1,15,0.043
1.1,16,0.043
1.1,17,0.043
1.1,18,0.043
1.1,19,0.043
1.1,20,0.043
1.1,21,0.043
1.1,22,0.043
1.1,23,0.043
1.1,24,0.043
1.1,25,0.043
1.1,26,0.043
1.1,27,0.043
1.1,28,0.043
1.1,29,0.043
1.1,30,0.043
1.1,31,0.043
1.1,32,0.043
1.1,33,0.043
1.1,34,0.043
1.1,35,0.043
1.1,36,0.043
1.1,37,0.09
1.1,38,0.09
1.1,39,0.09
1.1,40,0.09
1.1,41,0.09
1.1,42,0.09
1.1,43,0.09
1.1,44,0.09
1.1,45,0.09
1.1,46,0.09
1.1,47,0.09
1.1,48,0.09
1.1,49,0.09
1.1,50,0.09
1.1,51,0.09
1.1,52,0.09
1.1,53,0.09
1.1,54,0.09
1.1,55,0.09
1.1,56,0.09
1.1,57,0.09
1.1,58,0.09
1.1,59,0.09
1.1,60,0.09
1.1,61,0.09
1.1,62,0.09
1.1,63,0.09
1.1,64,0.09
1.1,65,0.09
1.1,66,0.09
1.1,67,0.09
1.1,68,0.133
1.1,69,0.09
1.1,70,0.09
1.1,71,0.09
1.1,72,0.09
1.1,73,0.133
1.1,74,0.09
1.1,75,0.133
1.1,76,0.133
1.1,77,0.09
1.1,78,0.133
1.1,79,0.133
1.1,80,0.133
1.1,81,0.133
1.1,82,0.133
1.1,83,0.133
1.1,84,0.133
1.1,85,0.133
1.1,86,0.133
1.1,87,0.133
1.1,88,0.133
1.1,89,0.133
1.1,90,0.133
1.1,91,0.133
1.1,92,0.133
1.1,93,0.133
1.1,94,0.133
1.1,95,0.133
1.1,96,0.133
1.1,97,0.133
1.1,98,0.133
1.1,99,0.133
1.1,100,0.133
1.1,101,0.133
1.1,102,0.133
1.1,103,0.133
1.1,104,0.133
1.1,105,0.133
1.1,106,0.133
1.1,107,0.133
1.1,108,0.133
1.1,109,0.133
1.1,110,0.133
1.1,111,0.133
1.1,112,0.133
1.1,113,0.133
1.1,114,0.133
1.1,115,0.133
1.1,116,0.133
1.1,117,0.133
1.1,118,0.133
1.1,119,0.133
1.1,120,0.133
1.1,121,0.133
1.1,122,0.133
1.1,123,0.133
1.1,124,0.133
1.1,125,0.18
1.1,126,0.18
1.1,127,0.18
1.1,128,0.18
1.1,129,0.18
1.1,130,0.18
1.1,131,0.18
1.1,132,0.18
1.1,133,0.18
1.1,134,0.18
1.1,135,0.18
1.1,136,0.18
1.1,137,0.18
1.1,138,0.18
1.1,139,0.18
1.1,140,0.18
1.1,141,0.18
1.1,142,0.18
1.1,143,0.18
1.1,144,0.18
1.1,145,0.18
1.1,146,0.18
1.1,147,0.18
1.1,148,0.18
1.1,149,0.18
1.1,150,0.18
1.1,151,0.18
1.1,152,0.18
1.1,153,0.18
1.1,154,0.18
1.1,155,0.18
1.1,156,0.18
1.1,157,0.18
1.1,158,0.18
1.1,159,0.18
1.1,160,0.18
1.1,161,0.18
1.1,162,0.18
1.1,163,0.18
1.1,164,0.18
1.1,165,0.18
1.1,166,0.18
1.1,167,0.18
1.1,168,0.18
1.1,169,0.18
1.1,170,0.18
1.1,171,0.18
1.1,172,0.18
1.1,173,0.18
1.1,174,0.18
1.1,175,0.18
1.1,176,0.18
1.1,177,0.18
1.1,178,0.18
1.1,179,0.18
1.1,180,0.18
1.1,181,0.18
1.1,182,0.18
1.1,183,0.18
1.1,184,0.18
1.1,185,0.18
1.1,186,0.18
1.1,187,0.18
1.1,188,0.18
1.1,189,0.223
1.1,190,0.18
1.1,191,0.18
1.1,192,0.18
1.1,193,0.18
1.1,194,0.18
1.1,195,0.18
1.1,196,0.18
1.1,197,0.223
1.1,198,0.223
1.1,199,0.223
1.1,200,0.223
1.1,201,0.223
1.1,202,0.18
1.1,203,0.223
1.1,204,0.223
1.1,205,0.223
1.1,206,0.223
1.1,207,0.223
1.1,208,0.223
1.1,209,0.223
1.1,210,0.223
1.1,211,0.223
1.1,212,0.223
1.1,213,0.223
1.1,214,0.223
1.1,215,0.223
1.1,216,0.223
1.1,217,0.223
1.1,218,0.223
1.1,219,0.223
1.1,220,0.223
1.1,221,0.223
1.1,222,0.223
1.1,223,0.223
1.1,224,0.223
1.1,225,0.223
1.1,226,0.223
1.1,227,0.223
1.1,228,0.223
1.1,229,0.223
1.1,230,0.223
1.1,231,0.223
1.1,232,0.223
1.1,233,0.223
1.1,234,0.223
1.1,235,0.223
1.1,236,0.223
1.1,237,0.223
1.1,238,0.223
1.1,239,0.223
1.1,240,0.223
1.1,241,0.223
1.1,242,0.223
1.1,243,0.223
1.1,244,0.223
1.1,245,0.223
1.1,246,0.223
1.1,247,0.223
1.1,248,0.223
1.1,249,0.223
1.1,250,0.223
1.1,251,0.223
1.1,252,0.223
1.1,253,0.223
1.1,254,0.223
1.1,255,0.223
1.1,256,0.223
1.1,257,0.223
1.1,258,0.223
1.1,259,0.223
1.1,260,0.223
1.1,261,0.223
1.1,262,0.223
1.1,263,0.223
1.1,264,0.223
1.1,265,0.223
1.1,266,0.223
1.1,267,0.223
1.1,268,0.223
1.1,269,0.223
1.1,270,0.223
1.1,271,0.223
1.1,272,0.223
1.1,273,0.223
1.1,274,0.223
1.1,275,0.223
1.1,276,0.223
1.1,277,0.223
1.1,278,0.223
1.1,279,0.223
1.1,280,0.223
1.1,281,0.223
1.1,282,0.223
1.1,283,0.223
1.1,284,0.223
1.1,285,0.223
1.1,286,0.223
1.1,287,0.223
1.1,288,0.223
1.1,289,0.223
1.1,290,0.223
1.1,291,0.223
1.1,292,0.223
1.1,293,0.223
1.1,294,0.223
1.1,295,0.223
1.1,296,0.223
1.1,297,0.223
1.1,298,0.223
1.1,299,0.223
1.1,300,0.223
1.1,301,0.223
1.1,302,0.223
1.1,303,0.223
1.1,304,0.266
1.1,305,0.266
1.1,306,0.266
1.1,307,0.266
1.1,308,0.266
1.1,309,0.266
1.1,310,0.223
1.1,311,0.266
1.1,312,0.223
1.1,313,0.266
1.1,314,0.266
1.1,315,0.266
1.1,316,0.266
1.1,317,0.266
1.1,318,0.266
1.1,319,0.266
1.1,320,0.266
1.1,321,0.266
1.1,322,0.266
1.1,323,0.266
1.1,324,0.266
1.1,325,0.266
1.1,326,0.266
1.1,327,0.266
1.1,328,0.266
1.1,329,0.266
1.1,330,0.266
1.1,331,0.266
1.1,332,0.266
1.1,333,0.266
1.1,334,0.266
1.1,335,0.266
1.1,336,0.266
1.1,337,0.266
1.1,338,0.266
1.1,339,0.266
1.1,340,0.266
1.1,341,0.266
1.1,342,0.266
1.1,343,0.266
1.1,344,0.266
1.1,345,0.266
1.1,346,0.266
1.1,347,0.266
1.1,348,0.266
1.1,349,0.266
1.1,350,0.266
1.1,351,0.266
1.1,352,0.266
1.1,353,0.266
1.1,354,0.266
1.1,355,0.266
1.1,356,0.266
1.1,357,0.266
1.1,358,0.266
1.1,359,0.266
1.1,360,0.266
1.1,361,0.266
1.1,362,0.266
1.1,363,0.266
1.1,364,0.266
1.1,365,0.266
1.1,366,0.266
1.1,367,0.266
1.1,368,0.266
1.1,369,0.266
1.1,370,0.266
1.1,371,0.266
1.1,372,0.266
1.1,373,0.266
1.1,374,0.266
1.1,375,0.266
1.1,376,0.266
1.1,377,0.266
1.1,378,0.266
1.1,379,0.266
1.1,380,0.266
1.1,381,0.266
1.1,382,0.266
1.1,383,0.266
1.1,384,0.266
1.1,385,0.266
1.1,386,0.266
1.1,387,0.266
1.1,388,0.266
1.1,389,0.266
1.1,390,0.266
1.1,391,0.266
1.1,392,0.266
1.1,393,0.266
1.1,394,0.266
1.1,395,0.266
1.1,396,0.266
1.1,397,0.266
1.1,398,0.266
1.1,399,0.266
1.1,400,0.266
1.1,401,0.266
1.1,402,0.266
1.1,403,0.266
1.1,404,0.266
1.1,405,0.266
1.1,406,0.266
1.1,407,0.266
1.1,408,0.266
1.1,409,0.266
1.1,410,0.266
1.1,411,0.266
1.1,412,0.266
1.1,413,0.266
1.1,414,0.266
1.1,415,0.266
1.1,416,0.266
1.1,417,0.266
1.1,418,0.266
1.1,419,0.266
1.1,420,0.266
1.1,421,0.266
1.1,422,0.266
1.1,423,0.266
1.1,424,0.266
1.1,425,0.266
1.1,426,0.266
1.1,427,0.266
1.1,428,0.266
1.1,429,0.266
1.1,430,0.266
1.1,431,0.266
1.1,432,0.266
1.1,433,0.266
1.1,434,0.266
1.1,435,0.266
1.1,436,0.266
1.1,437,0.266
1.1,438,0.266
1.1,439,0.266
1.1,440,0.266
1.1,441,0.313
1.1,442,0.266
1.1,443,0.266
1.1,444,0.266
1.1,445,0.266
1.1,446,0.266
1.1,447,0.266
1.1,448,0.266
1.1,449,0.266
1.1,450,0.266
1.1,451,0.266
1.1,452,0.266
1.1,453,0.266
1.1,454,0.266
1.1,455,0.313
1.1,456,0.266
1.1,457,0.266
1.1,458,0.266
1.1,459,0.266
1.1,460,0.266
1.1,461,0.266
1.1,462,0.266
1.1,463,0.266
1.1,464,0.313
1.1,465,0.313
1.1,466,0.313
1.1,467,0.313
1.1,468,0.313
1.1,469,0.313
1.1,470,0.313
1.1,471,0.313
1.1,472,0.313
1.1,473,0.313
1.1,474,0.313
1.1,475,0.313
1.1,476,0.313
1.1,477,0.313
1.1,478,0.313
1.1,479,0.313
1.1,480,0.313
1.1,481,0.313
1.1,482,0.313
1.1,483,0.313
1.1,484,0.313
1.1,485,0.313
1.1,486,0.313
1.1,487,0.313
1.1,488,0.313
1.1,489,0.313
1.1,490,0.313
1.1,491,0.313
1.1,492,0.313
1.1,493,0.313
1.1,494,0.313
1.1,495,0.313
1.1,496,0.313
1.1,497,0.313
1.1,498,0.313
1.1,499,0.313
1.1,500,0.313
1.1,501,0.313
1.1,502,0.313
1.1,503,0.313
1.1,504,0.313
1.1,505,0.313
1.1,506,0.313
1.1,507,0.313
1.1,508,0.313
1.1,509,0.313
1.1,510,0.313
1.1,511,0.313
1.1,512,0.313
1.1,513,0.313
1.1,514,0.313
1.1,515,0.313
1.1,516,0.313
1.1,517,0.313
1.1,518,0.313
1.1,519,0.313
1.1,520,0.313
1.1,521,0.313
1.1,522,0.313
1.1,523,0.313
1.1,524,0.313
1.1,525,0.313
1.1,526,0.313
1.1,527,0.313
1.1,528,0.313
1.1,529,0.313
1.1,530,0.313
1.1,531,0.313
1.1,532,0.313
1.1,533,0.313
1.1,534,0.313
1.1,535,0.313
1.1,536,0.313
1.1,537,0.313
1.1,538,0.313
1.1,539,0.313
1.1,540,0.313
1.1,541,0.313
1.1,542,0.313
1.1,543,0.313
1.1,544,0.313
1.1,545,0.313
1.1,546,0.313
1.1,547,0.313
1.1,548,0.313
1.1,549,0.313
1.1,550,0.313
1.1,551,0.313
1.1,552,0.313
1.1,553,0.313
1.1,554,0.313
1.1,555,0.313
1.1,556,0.313
1.1,557,0.313
1.1,558,0.313
1.1,559,0.313
1.1,560,0.313
1.1,561,0.313
1.1,562,0.313
1.1,563,0.313
1.1,564,0.313
1.1,565,0.313
1.1,566,0.313
1.1,567,0.313
1.1,568,0.313
1.1,569,0.313
1.1,570,0.313
1.1,571,0.313
1.1,572,0.313
1.1,573,0.313
1.1,574,0.313
1.1,575,0.313
1.1,576,0.313
1.1,577,0.313
1.1,578,0.313
1.1,579,0.313
1.1,580,0.313
1.1,581,0.313
1.1,582,0.313
1.1,583,0.313
1.1,584,0.313
1.1,585,0.313
1.1,586,0.313
1.1,587,0.313
1.1,588,0.313
1.1,589,0.313
1.1,590,0.313
1.1,591,0.313
1.1,592,0.313
1.1,593,0.313
1.1,594,0.313
1.1,595,0.313
1.1,596,0.313
1.1,597,0.313
1.1,598,0.313
1.1,599,0.313
1.1,600,0.313
1.1,601,0.313
1.1,602,0.313
1.1,603,0.313
1.1,604,0.313
1.1,605,0.313
1.1,606,0.313
1.1,607,0.313
1.1,608,0.313
1.1,609,0.313
1.1,610,0.313
1.1,611,0.313
1.1,612,0.313
1.1,613,0.313
1.1,614,0.313
1.1,615,0.313
1.1,616,0.313
1.1,617,0.313
1.1,618,0.313
1.1,619,0.313
1.1,620,0.313
1.1,621,0.313
1.1,622,0.313
1.1,623,0.313
1.1,624,0.313
1.1,625,0.313
1.1,626,0.313
1.1,627,0.313
1.1,628,0.313
1.1,629,0.313
1.1,630,0.313
1.1,631,0.313
1.1,632,0.313
1.1,633,0.313
1.1,634,0.313
1.1,635,0.313
1.1,636,0.313
1.1,637,0.313
1.1,638,0.313
1.1,639,0.313
1.1,640,0.313
1.1,641,0.313
1.1,642,0.313
1.1,643,0.313
1.1,644,0.313
1.1,645,0.313
1.1,646,0.313
1.1,647,0.313
1.1,648,0.313
1.1,649,0.313
1.1,650,0.313
1.1,651,0.313
1.1,652,0.313
1.1,653,0.313
1.1,654,0.313
1.1,655,0.313
1.1,656,0.313
1.1,657,0.313
1.1,658,0.313
1.1,659,0.313
1.1,660,0.313
1.1,661,0.313
1.1,662,0.313
1.1,663,0.313
1.1,664,0.313
1.1,665,0.313
1.1,666,0.313
1.1,667,0.313
1.1,668,0.313
1.1,669,0.313
1.1,670,0.313
1.1,671,0.313
1.1,672,0.313
1.1,673,0.313
1.1,674,0.313
1.1,675,0.313
1.1,676,0.313
1.1,677,0.313
1.1,678,0.313
1.1,679,0.313
1.1,680,0.313
1.1,681,0.313
1.1,682,0.313
1.1,683,0.313
1.1,684,0.313
1.1,685,0.313
1.1,686,0.313
1.1,687,0.313
1.1,688,0.313
1.1,689,0.313
1.1,690,0.313
1.1,691,0.313
1.1,692,0.313
1.1,693,0.313
1.1,694,0.313
1.1,695,0.313
1.1,696,0.313
1.1,697,0.313
1.1,698,0.313
1.1,699,0.313
1.1,700,0.313
1.1,701,0.313
1.1,702,0.313
1.1,703,0.313
1.1,704,0.313
1.1,705,0.313
1.1,706,0.313
1.1,707,0.313
1.1,708,0.313
1.1,709,0.313
1.1,710,0.313
1.1,711,0.313
1.1,712,0.313
1.1,713,0.313
1.1,714,0.313
1.1,715,0.313
1.1,716,0.313
1.1,717,0.313
1.1,718,0.313
1.1,719,0.313
1.1,720,0.313
1.1,721,0.313
1.1,722,0.313
1.1,723,0.313
1.1,724,0.313
1.1,725,0.313
1.1,726,0.313
1.1,727,0.313
1.1,728,0.313
1.1,729,0.313
1.1,730,0.313
1.1,731,0.313
1.1,732,0.313
1.1,733,0.313
1.1,734,0.313
1.1,735,0.313
