50680,617052,12078,17956,50680,617052,12078,17956
83732,1239360,24156,27748,33052,622308,12078,9792
116780,1861672,36234,37560,33048,622312,12078,9812
149832,2483980,48312,47354,33052,622308,12078,9794
187002,3102370,64416,58130,37170,618390,16104,10776
220068,3724464,76494,67920,33066,622094,12078,9790
253126,4346766,88572,77730,33058,622302,12078,9810
286184,4969068,100650,87534,33058,622302,12078,9804
319238,5591374,112728,97332,33054,622306,12078,9798
356406,6209766,128832,108090,37168,618392,16104,10758
389474,6831858,140910,117876,33068,622092,12078,9786
